k,f,grad_norm,t_k,rk_residual
337,-6.932576791261496e-05,9.807070557001457e-12,1.0,0.9697678900292249
338,-6.932576791261638e-05,9.657921639450248e-12,1.0,0.9522904214798106
339,-6.932576791261782e-05,9.269251743458215e-12,1.0,0.9593072698211781
340,-6.932576791261901e-05,8.936440642584543e-12,1.0,0.9724987061290533
341,-6.932576791262012e-05,8.801335341217421e-12,1.0,0.9420767585170019
342,-6.932576791262125e-05,8.346900045774312e-12,1.0,0.9582722233302765
343,-6.932576791262226e-05,8.063260180657405e-12,1.0,0.9614337945701832
344,-6.932576791262335e-05,7.787751020253665e-12,1.0,0.9615699949294804
345,-6.932576791262424e-05,7.531992106914598e-12,1.0,0.942330409553297
346,-6.932576791262527e-05,7.252834184742871e-12,1.0,0.9466939745745049
347,-6.93257679126259e-05,6.880836360975159e-12,1.0,0.965965781158319
348,-6.932576791262668e-05,6.77049265065795e-12,1.0,0.9575082762697068
349,-6.932576791262734e-05,6.479552222400759e-12,1.0,0.9539540646478636
350,-6.932576791262793e-05,6.230856268319051e-12,1.0,0.9423465079436434
351,-6.932576791262852e-05,5.921073282577346e-12,1.0,0.971729661178461
352,-6.932576791262908e-05,5.829394363582786e-12,1.0,0.9635537587028717
353,-6.93257679126296e-05,5.617911690504946e-12,1.0,0.9576066617962244
354,-6.932576791263008e-05,5.435349079549278e-12,1.0,0.9690851747531295
355,-6.932576791263045e-05,5.258481029283539e-12,1.0,0.9685248177271673
356,-6.932576791263081e-05,5.1714109914064306e-12,1.0,0.9420887029575433
357,-6.932576791263127e-05,4.880786213488955e-12,1.0,0.9693123822402545
358,-6.932576791263165e-05,4.8225290046018056e-12,1.0,0.9650452560835047
359,-6.932576791263192e-05,4.652323756823524e-12,1.0,0.9491632313948546
360,-6.93257679126324e-05,4.530239585141553e-12,1.0,0.9431620214850526
361,-6.932576791263266e-05,4.298894955428177e-12,1.0,0.9589497012802588
362,-6.932576791263291e-05,4.166164814794724e-12,1.0,0.9520800699474373
363,-6.93257679126332e-05,4.004717636903325e-12,1.0,0.9616943157485242
